cipName,cipCode,codeFamily,my_cat1,my_cat2
Hindi Language and Literature,16.0701,16,Language,Traditional Studies
"Sanskrit and Classical Indian Languages, Literatures, and Linguistics",16.0702,16,Language,Traditional Studies
South Asian Languages and Literatures,16.0703,16,Language,Traditional Studies
"Iranian Languages, Literatures, and Linguistics",16.0801,16,Language,Traditional Studies
"Romance Languages, Literatures, and Linguistics, General",16.09,16,Language,Traditional Studies
French Language and Literature,16.0901,16,Language,Traditional Studies
Italian Language and Literature,16.0902,16,Language,Traditional Studies
Latin,16.0903,16,Language,Traditional Studies
Portuguese Language and Literature,16.0904,16,Language,Traditional Studies
Spanish Language and Literature,16.0905,16,Language,Traditional Studies
Romanian Language and Literature,16.0906,16,Language,Traditional Studies
"Hispanic and Latin American Languages, Literatures, and Linguistics, General",16.0908,16,Language,Traditional Studies
"Romance Languages, Literatures, and Linguistics, Other",16.0999,16,Language,Traditional Studies
"American Indian/Native American Languages, Literatures, and Linguistics",16.1001,16,Language,Traditional Studies
"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General",16.11,16,Language,Traditional Studies
Arabic Language and Literature,16.1101,16,Language,Traditional Studies
Hebrew Language and Literature,16.1102,16,Language,Traditional Studies
"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics",16.1103,16,Language,Traditional Studies
"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other",16.1199,16,Language,Traditional Studies
"Classics and Classical Languages, Literatures, and Linguistics, General",16.12,16,Language,Traditional Studies
Classics and Classical Languages and Lit,16.1201,16,Language,Traditional Studies
Ancient/Classical Greek Language and Literature,16.1202,16,Language,Traditional Studies
Latin Language and Literature,16.1203,16,Language,Traditional Studies
"Classics and Classical Languages, Literatures, and Linguistics, Other",16.1299,16,Language,Traditional Studies
"Celtic Languages, Literatures, and Linguistics",16.1301,16,Language,Traditional Studies
"Australian/Oceanic/Pacific Languages, Literatures, and Linguistics",16.1401,16,Language,Traditional Studies
Indonesian/Malay Languages and Literatures,16.1402,16,Language,Traditional Studies
Filipino/Tagalog Language and Literature,16.1404,16,Language,Traditional Studies
Vietnamese Language and Literature,16.1408,16,Language,Traditional Studies
"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics",16.1499,16,Language,Traditional Studies
Turkish Language and Literature,16.1501,16,Language,Traditional Studies
"Uralic Languages, Literatures, and Linguistics",16.1502,16,Language,Traditional Studies
American Sign Language (ASL),16.1601,16,Language,Traditional Studies
Linguistics of ASL and Other Sign Languages,16.1602,16,Language,Traditional Studies
Sign Language Interpretation and Translation,16.1603,16,Language,Traditional Studies
"American Sign Language, Other",16.1699,16,Language,Traditional Studies
"Foreign Languages, Literatures, and Linguistics, Other",16.9999,16,Language,Traditional Studies
Dental Assisting,17.0101,17,Healthcare,Healthcare
Dental Hygiene,17.0102,17,Healthcare,Healthcare
Dental Laboratory Technology,17.0103,17,Healthcare,Healthcare
"Dental Services, Other",17.0199,17,Healthcare,Healthcare
Cardiovascular Technology,17.0201,17,Healthcare,Healthcare
Dialysis Technology,17.0202,17,Healthcare,Healthcare
Electrocardiograph Technology,17.0203,17,Healthcare,Healthcare
Electroencephalograph Technology,17.0204,17,Healthcare,Healthcare
Emergency Med Tech-Ambulance,17.0205,17,Healthcare,Healthcare
Emergency Med Tech-Paramedic,17.0206,17,Healthcare,Healthcare
Medical Radiation Dosimetry,17.0207,17,Healthcare,Healthcare
Nuclear Medical Technology,17.0208,17,Healthcare,Healthcare
Radiologic (Medical) Technology,17.0209,17,Healthcare,Healthcare
Respiratory Therapy Technician,17.021,17,Healthcare,Healthcare
Surgical Technology,17.0211,17,Healthcare,Healthcare
Diagnostic Medical Sonography,17.0212,17,Healthcare,Healthcare
"Diagnstic and Treatment Services, Other",17.0299,17,Healthcare,Healthcare
Blood Bank Technology,17.0301,17,Healthcare,Healthcare
Chemistry Technology,17.0302,17,Healthcare,Healthcare
Clinical Animal Technology,17.0303,17,Healthcare,Healthcare
Clinical Laboratory Aide,17.0304,17,Healthcare,Healthcare
Clinical Laboratory Assistant,17.0305,17,Healthcare,Healthcare
Cytotechnology,17.0306,17,Healthcare,Healthcare
Hematology Technology,17.0307,17,Healthcare,Healthcare
Histologic Technology,17.0308,17,Healthcare,Healthcare
Medical Laboratory Technician,17.0309,17,Healthcare,Healthcare
Medical Technology,17.031,17,Healthcare,Healthcare
Microbiology Technician,17.0311,17,Healthcare,Healthcare
"Medical Lab Technologies/Technicians, Other",17.0399,17,Healthcare,Healthcare
Alcohol/Drug Abuse Specialty,17.0401,17,Healthcare,Healthcare
Community Health Work,17.0402,17,Healthcare,Healthcare
Home Health Aide,17.0404,17,Healthcare,Healthcare
"Mental Health/Hum Services, Assistant",17.0405,17,Healthcare,Healthcare
"Mental Health/Hum Services, Technician",17.0406,17,Healthcare,Healthcare
Rehabilitation Counseling,17.0407,17,Healthcare,Healthcare
Therapeutic Child Care Work,17.0408,17,Healthcare,Healthcare
Population and Family Planning,17.0409,17,Healthcare,Healthcare
Sign Language Interpreting,17.041,17,Healthcare,Healthcare
"Ment Health/Human Services, Other",17.0499,17,Healthcare,Healthcare
Central Supply Technology,17.0502,17,Healthcare,Healthcare
Medical Assisting,17.0503,17,Healthcare,Healthcare
Medical Illustrating,17.0504,17,Healthcare,Healthcare
Medical Office Management,17.0505,17,Healthcare,Healthcare
Medical Records Technology,17.0506,17,Healthcare,Healthcare
Pharmacy Assisting,17.0507,17,Healthcare,Healthcare
Physician Assisting,17.0508,17,Healthcare,Healthcare
Veterinarian Assisting,17.0512,17,Healthcare,Healthcare
Health Unit Coordinating,17.0513,17,Healthcare,Healthcare
Chiropractic Assisting,17.0514,17,Healthcare,Healthcare
"Misc Allied Health Services, Other",17.0599,17,Healthcare,Healthcare
Geriatric Aide,17.0601,17,Healthcare,Healthcare
Nursing Assisting,17.0602,17,Healthcare,Healthcare
Practical Nursing,17.0605,17,Healthcare,Healthcare
Health Unit Management,17.0606,17,Healthcare,Healthcare
"Nursing-Related Services, Other",17.0699,17,Healthcare,Healthcare
Ophthalmic Dispensing,17.0701,17,Healthcare,Healthcare
Optometric Technology,17.0705,17,Healthcare,Healthcare
"Ophthalmic Services, Other",17.0799,17,Healthcare,Healthcare
Art Therapy,17.0801,17,Healthcare,Healthcare
Corrective Therapy,17.0802,17,Healthcare,Healthcare
Dance Therapy,17.0803,17,Healthcare,Healthcare
Exercise Physiology,17.0804,17,Healthcare,Healthcare
Music Therapy,17.0806,17,Healthcare,Healthcare
Occupational Therapy,17.0807,17,Healthcare,Healthcare
Occupational Therapy Assistant,17.0808,17,Healthcare,Healthcare
Occupational Therapy Aids,17.0809,17,Healthcare,Healthcare
Orthotics/Prosthetics,17.0811,17,Healthcare,Healthcare
"Orthopedic Assistants, Other",17.0812,17,Healthcare,Healthcare
Physical Therapy,17.0813,17,Healthcare,Healthcare
Physical Therapy Aide,17.0814,17,Healthcare,Healthcare
Physical Therapy Assistant,17.0815,17,Healthcare,Healthcare
Recreational Therapy,17.0816,17,Healthcare,Healthcare
Recreational Therapy Assistant,17.0817,17,Healthcare,Healthcare
Respiratory Therapy,17.0818,17,Healthcare,Healthcare
Respiratory Therapy Assistant,17.0819,17,Healthcare,Healthcare
Speech/Hearing Therapy Aide,17.082,17,Healthcare,Healthcare
Recreational Therapy Aide,17.0822,17,Healthcare,Healthcare
"Rehabilitation Services, Other",17.0899,17,Healthcare,Healthcare
"Allied Health, Other",17.9999,17,Healthcare,Healthcare
Audiology,18.0101,18,More Healthcare,Healthcare
Speech Pathology,18.0102,18,More Healthcare,Healthcare
Speech-Lang Pathlgy/Audiolgy,18.0103,18,More Healthcare,Healthcare
"Audiology and Speech Pathology, Other",18.0199,18,More Healthcare,Healthcare
Clinical Anatomy,18.0201,18,More Healthcare,Healthcare
Clinical Biochemistry,18.0202,18,More Healthcare,Healthcare
Clinical Microbiology,18.0203,18,More Healthcare,Healthcare
Clinical Pathology,18.0204,18,More Healthcare,Healthcare
Clinical Physiology,18.0205,18,More Healthcare,Healthcare
Clinical Toxicology,18.0206,18,More Healthcare,Healthcare
"Basic Clinical Health Sciences, Other",18.0299,18,More Healthcare,Healthcare
Chiropractic,18.0301,18,More Healthcare,Healthcare
"Dentistry, General",18.0401,18,More Healthcare,Healthcare
Dental Public Health,18.0402,18,More Healthcare,Healthcare
Endodontics,18.0403,18,More Healthcare,Healthcare
Oral/Maxial Facial Surgery,18.0404,18,More Healthcare,Healthcare
Oral Pathology,18.0405,18,More Healthcare,Healthcare
Orthodontics,18.0406,18,More Healthcare,Healthcare
Pedodontics,18.0407,18,More Healthcare,Healthcare
Periodontics,18.0408,18,More Healthcare,Healthcare
Prosthodontics,18.0409,18,More Healthcare,Healthcare
"Dentistry, Other",18.0499,18,More Healthcare,Healthcare
"Health Services Administration, General",18.0701,18,More Healthcare,Healthcare
Health Care Planning,18.0702,18,More Healthcare,Healthcare
Medical Records Administration,18.0703,18,More Healthcare,Healthcare
"Health Services Administration, Other",18.0799,18,More Healthcare,Healthcare
Medical Laboratory,18.0901,18,More Healthcare,Healthcare
"Medical, General",18.1001,18,More Healthcare,Healthcare
Allergies and Endomology,18.1002,18,More Healthcare,Healthcare
Anesthesiology,18.1003,18,More Healthcare,Healthcare
Dermatology,18.1005,18,More Healthcare,Healthcare
Energency Medicine,18.1006,18,More Healthcare,Healthcare
Family Practice,18.1007,18,More Healthcare,Healthcare
Geriatrics,18.1008,18,More Healthcare,Healthcare
Immunology,18.1009,18,More Healthcare,Healthcare
Internal Medicine,18.101,18,More Healthcare,Healthcare
Neurological Surgery/Neurosurgery Residency,18.1011,18,More Healthcare,Healthcare
Nuclear Medicine Residency,18.1012,18,More Healthcare,Healthcare
Obstetrics and Gynecology Residency,18.1013,18,More Healthcare,Healthcare
Ophthalmology,18.1014,18,More Healthcare,Healthcare
Orthopedic,18.1016,18,More Healthcare,Healthcare
Otorhinolayngology/otolaryngology,18.1017,18,More Healthcare,Healthcare
Pathology,18.1018,18,More Healthcare,Healthcare
Pediatrics,18.1019,18,More Healthcare,Healthcare
Physical Medicine and Rehabilitation,18.102,18,More Healthcare,Healthcare
Plastic Surgery,18.1021,18,More Healthcare,Healthcare
Preventive Medicine,18.1022,18,More Healthcare,Healthcare
Psychiatry,18.1023,18,More Healthcare,Healthcare
Neurology,18.1024,18,More Healthcare,Healthcare
Radiology,18.1025,18,More Healthcare,Healthcare
Surgery,18.1026,18,More Healthcare,Healthcare
Urology,18.1028,18,More Healthcare,Healthcare
Hematology,18.1029,18,More Healthcare,Healthcare
Sports Medicine,18.103,18,More Healthcare,Healthcare
"Medicine, Other",18.1099,18,More Healthcare,Healthcare
"Nursing, General",18.1101,18,More Healthcare,Healthcare
Anesthetist,18.1102,18,More Healthcare,Healthcare
Maternal/Child Health,18.1103,18,More Healthcare,Healthcare
Medical Surgical,18.1104,18,More Healthcare,Healthcare
Nursing Administration,18.1105,18,More Healthcare,Healthcare
Psychiatric/Mental Health,18.1106,18,More Healthcare,Healthcare
Public Health,18.1107,18,More Healthcare,Healthcare
"Nursing, Other",18.1199,18,More Healthcare,Healthcare
Optometry,18.1201,18,More Healthcare,Healthcare
Osteopathic Medicine,18.1301,18,More Healthcare,Healthcare
Pharmacy,18.1401,18,More Healthcare,Healthcare
Podiatry,18.1501,18,More Healthcare,Healthcare
Pre-Dentistry,18.1701,18,More Healthcare,Healthcare
Pre-Medicine,18.1801,18,More Healthcare,Healthcare
Pre-Pharmacy,18.1901,18,More Healthcare,Healthcare
Pre-Veterinary,18.2001,18,More Healthcare,Healthcare
Public Health Laboratory Services,18.2201,18,More Healthcare,Healthcare
Epidemiology,18.2202,18,More Healthcare,Healthcare
Public Health Education,18.2203,18,More Healthcare,Healthcare
Public Health Practice and Management,18.2204,18,More Healthcare,Healthcare
"Public Health, Other",18.2299,18,More Healthcare,Healthcare
Veterinary Medicine,18.2401,18,More Healthcare,Healthcare
"Health Sciences, Other",18.9999,18,More Healthcare,Healthcare
Work and Family Studies,19,19,Family and Home Ec,Family+Home Studies
"Family and Consumer Sciences/Human Sciences, General",19.0101,19,Family and Home Ec,Family+Home Studies
Business Family and Consumer Sciences/Human Sciences,19.0201,19,Family and Home Ec,Family+Home Studies
Family and Consumer Sciences/Human Sciences Communication,19.0202,19,Family and Home Ec,Family+Home Studies
Consumer Merchandising/Retailing Management,19.0203,19,Family and Home Ec,Family+Home Studies
"Family and Consumer Sciences/Human Sciences Business Services, Other",19.0299,19,Family and Home Ec,Family+Home Studies
Family and Community Studies,19.0301,19,Family and Home Ec,Family+Home Studies
Family Services,19.0303,19,Family and Home Ec,Family+Home Studies
"Family Resource Management Studies, General",19.0401,19,Family and Home Ec,Family+Home Studies
Consumer Economics,19.0402,19,Family and Home Ec,Family+Home Studies
Consumer Services and Advocacy,19.0403,19,Family and Home Ec,Family+Home Studies
"Family and Consumer Economics and Related Services, Other",19.0499,19,Family and Home Ec,Family+Home Studies
"Foods, Nutrition, and Wellness Studies, General",19.0501,19,Family and Home Ec,Family+Home Studies
Foods and Nutrition Science,19.0502,19,Family and Home Ec,Family+Home Studies
Dietetics/Human Nutritional Services,19.0503,19,Family and Home Ec,Family+Home Studies
Human Nutrition,19.0504,19,Family and Home Ec,Family+Home Studies
Foodservice Systems Administration/Management,19.0505,19,Family and Home Ec,Family+Home Studies
"Foods, Nutrition, and Related Services, Other",19.0599,19,Family and Home Ec,Family+Home Studies
"Housing and Human Environments, General",19.0601,19,Family and Home Ec,Family+Home Studies
Household Equipment,19.0602,19,Family and Home Ec,Family+Home Studies
Interior Environments,19.0603,19,Family and Home Ec,Family+Home Studies
Facilities Planning and Management,19.0604,19,Family and Home Ec,Family+Home Studies
Home Furnishings and Equipment Installers,19.0605,19,Family and Home Ec,Family+Home Studies
"Housing and Human Environments, Other",19.0699,19,Family and Home Ec,Family+Home Studies
"Human Development and Family Studies, General",19.0701,19,Family and Home Ec,Family+Home Studies
Adult Development and Aging,19.0702,19,Family and Home Ec,Family+Home Studies
Family and Marriage Counseling,19.0703,19,Family and Home Ec,Family+Home Studies
Family Systems,19.0704,19,Family and Home Ec,Family+Home Studies
Gerontological Services,19.0705,19,Family and Home Ec,Family+Home Studies
Child Development,19.0706,19,Family and Home Ec,Family+Home Studies
Family and Community Services,19.0707,19,Family and Home Ec,Family+Home Studies
Child Care and Support Services Management,19.0708,19,Family and Home Ec,Family+Home Studies
Child Care Provider/Assistant,19.0709,19,Family and Home Ec,Family+Home Studies
Developmental Services Worker,19.071,19,Family and Home Ec,Family+Home Studies
"Human Development, Family Studies, and Related Services, Other",19.0799,19,Family and Home Ec,Family+Home Studies
"Apparel and Textiles, General",19.0901,19,Family and Home Ec,Family+Home Studies
Apparel and Textile Manufacture,19.0902,19,Family and Home Ec,Family+Home Studies
Textile Science,19.0904,19,Family and Home Ec,Family+Home Studies
Apparel and Textile Marketing Management,19.0905,19,Family and Home Ec,Family+Home Studies
Fashion and Fabric Consultant,19.0906,19,Family and Home Ec,Family+Home Studies
"Apparel and Textiles, Other",19.0999,19,Family and Home Ec,Family+Home Studies
"Family and Consumer Sciences/Human Sciences, Other",19.9999,19,Family and Home Ec,Family+Home Studies
Comprehensive Consumer and Home Education,20.0101,20,Chidren and Homemaking,Family+Home Studies
"Child Development, Care and Guidance",20.0102,20,Chidren and Homemaking,Family+Home Studies
Clothing and Textiles,20.0103,20,Chidren and Homemaking,Family+Home Studies
Consumer Education,20.0104,20,Chidren and Homemaking,Family+Home Studies
Exploratory Homemaking,20.0105,20,Chidren and Homemaking,Family+Home Studies
Family/Individual Health,20.0106,20,Chidren and Homemaking,Family+Home Studies
Family Living and Parenthood,20.0107,20,Chidren and Homemaking,Family+Home Studies
Food and Nutrition,20.0108,20,Chidren and Homemaking,Family+Home Studies
Home Management,20.0109,20,Chidren and Homemaking,Family+Home Studies
"Housing, Home Furnishings, and Equipment",20.011,20,Chidren and Homemaking,Family+Home Studies
"Consumer and Homemaking Education, Other",20.0199,20,Chidren and Homemaking,Family+Home Studies
"Child Care/Guidance Workers and Managers, General",20.0201,20,Chidren and Homemaking,Family+Home Studies
Child Care Services Manager,20.0203,20,Chidren and Homemaking,Family+Home Studies
Foster Care/Family Care,20.0204,20,Chidren and Homemaking,Family+Home Studies
"Child Care/Guidance Workers and Managers, Other",20.0299,20,Chidren and Homemaking,Family+Home Studies
"Clothing, Apparel and Textile Workers and Managers, General",20.0301,20,Chidren and Homemaking,Family+Home Studies
Clothing Maintenance Aide,20.0302,20,Chidren and Homemaking,Family+Home Studies
Commercial Garment and Apparel Worker,20.0303,20,Chidren and Homemaking,Family+Home Studies
Custom Apparel/Garment Seamstress,20.0304,20,Chidren and Homemaking,Family+Home Studies
Custom Tailor,20.0305,20,Chidren and Homemaking,Family+Home Studies
Wedding/Specialty Consulting,20.0308,20,Chidren and Homemaking,Family+Home Studies
Drycleaner and Launderer,20.0309,20,Chidren and Homemaking,Family+Home Studies
"Clothing, Apparel and Textile Workers and Managers, Other",20.0399,20,Chidren and Homemaking,Family+Home Studies
Baking,20.0402,20,Chidren and Homemaking,Family+Home Studies
Chef/Cook,20.0403,20,Chidren and Homemaking,Family+Home Studies
Dietician Assistant,20.0404,20,Chidren and Homemaking,Family+Home Studies
Food Caterer,20.0405,20,Chidren and Homemaking,Family+Home Studies
Food Service,20.0406,20,Chidren and Homemaking,Family+Home Studies
School Food Service,20.0408,20,Chidren and Homemaking,Family+Home Studies
Institutional Food Services Administrato,20.0409,20,Chidren and Homemaking,Family+Home Studies
"Institutional Food Workers and Administrators, Other",20.0499,20,Chidren and Homemaking,Family+Home Studies
"Home Furnishings and Equipment Installer, General",20.0501,20,Chidren and Homemaking,Family+Home Studies
Window Treatment Maker and Installer,20.0502,20,Chidren and Homemaking,Family+Home Studies
Custom Slipcovering and Uphols,20.0503,20,Chidren and Homemaking,Family+Home Studies
Floral Design,20.0504,20,Chidren and Homemaking,Family+Home Studies
Home Decorating,20.0505,20,Chidren and Homemaking,Family+Home Studies
Home Furnishing Aide,20.0506,20,Chidren and Homemaking,Family+Home Studies
"Home Furnishings and Equipment Installer, Other",20.0599,20,Chidren and Homemaking,Family+Home Studies
"Custodial, Housekeeping and Home Service",20.0601,20,Chidren and Homemaking,Family+Home Studies
Elder Care Provider / Companion,20.0602,20,Chidren and Homemaking,Family+Home Studies
Custodian/Caretaker,20.0604,20,Chidren and Homemaking,Family+Home Studies
Executive Housekeeper,20.0605,20,Chidren and Homemaking,Family+Home Studies
Homemaker's Aide,20.0606,20,Chidren and Homemaking,Family+Home Studies
"Custodial, Housekeeping and Home Services, Other",20.0699,20,Chidren and Homemaking,Family+Home Studies
"Vocational Home Economics, Other",20.9999,20,Chidren and Homemaking,Family+Home Studies
"Legal Studies, General",22,22,Law,Traditional Studies
Pre-Law Studies,22.0001,22,Law,Traditional Studies
Law,22.0101,22,Law,Traditional Studies
Paralegal/Legal Assistant,22.0103,22,Law,Traditional Studies
Juridical Science / Legal Specialization,22.0104,22,Law,Traditional Studies
"Law and Legal Studies, Other",22.0199,22,Law,Traditional Studies
"Advanced Legal Research/Studies, General",22.0201,22,Law,Traditional Studies
Programs for Foreign Lawyers,22.0202,22,Law,Traditional Studies
American/U.S. Law/Legal Studies/Jurisprudence,22.0203,22,Law,Traditional Studies
"Banking, Corporate, Finance, and Securities Law",22.0205,22,Law,Traditional Studies
Comparative Law,22.0206,22,Law,Traditional Studies
"Energy, Environment, and Natural Resources Law",22.0207,22,Law,Traditional Studies
Health Law,22.0208,22,Law,Traditional Studies
International Law and Legal Studies,22.0209,22,Law,Traditional Studies
"International Business, Trade, and Tax Law",22.021,22,Law,Traditional Studies
Tax Law/Taxation,22.0211,22,Law,Traditional Studies
Intellectual Property Law,22.0212,22,Law,Traditional Studies
"Legal Research and Advanced Professional Studies, Other",22.0299,22,Law,Traditional Studies
Legal Administrative Assistant/Secretary,22.0301,22,Law,Traditional Studies
Legal Assistant/Paralegal,22.0302,22,Law,Traditional Studies
Court Reporting/Court Reporter,22.0303,22,Law,Traditional Studies
"Legal Support Services, Other",22.0399,22,Law,Traditional Studies
"Legal Professions and Studies, Other",22.9999,22,Law,Traditional Studies
"English Language and Literature, General",23.0101,23,English,Traditional Studies
Classics,23.0201,23,English,Traditional Studies
English Composition,23.0401,23,English,Traditional Studies
English Creative Writing,23.0501,23,English,Traditional Studies
American Literature (United States),23.0701,23,English,Traditional Studies
English Literature (British and Commonwealth),23.0801,23,English,Traditional Studies
Speech and Rhetorical Studies,23.1001,23,English,Traditional Studies
English Technical and Business Writing,23.1101,23,English,Traditional Studies
English as a Second Language,23.1201,23,English,Traditional Studies
"Writing, General",23.1301,23,English,Traditional Studies
Creative Writing,23.1302,23,English,Traditional Studies
"Professional, Technical, Business, and Scientific Writing",23.1303,23,English,Traditional Studies
Rhetoric and Composition,23.1304,23,English,Traditional Studies
"Rhetoric and Composition/Writing Studies, Other",23.1399,23,English,Traditional Studies
General Literature,23.1401,23,English,Traditional Studies
American Literature (United States,23.1402,23,English,Traditional Studies
English Literature (British and Commonwealth,23.1404,23,English,Traditional Studies
Children's and Adolescent Literature,23.1405,23,English,Traditional Studies
"Literature, Other",23.1499,23,English,Traditional Studies
"English Language and Literature/Letters, Other",23.9999,23,English,Traditional Studies
Liberal Arts and Sciences/Liberal Studies,24.0101,24,LAS,General+Multi+International
General Studies,24.0102,24,LAS,General+Multi+International
Humanities/Humanistic Studies,24.0103,24,LAS,General+Multi+International
"Liberal Arts and Sciences, General Studies and Humanities, Other",24.0199,24,LAS,General+Multi+International
Library Science,24.0401,24,LAS,General+Multi+International
Library and Information Science,25.0101,25,Library Science,General+Multi+International
Children and Youth Library Services,25.0102,25,Library Science,General+Multi+International
Archives/Archival Administration,25.0103,25,Library Science,General+Multi+International
"Library Science and Administration, Other",25.0199,25,Library Science,General+Multi+International
Archival Science,25.0201,25,Library Science,General+Multi+International
Library and Archives Assisting,25.0301,25,Library Science,General+Multi+International
Museology,25.0501,25,Library Science,General+Multi+International
"Library Science, Other",25.9999,25,Library Science,General+Multi+International
"Biology/Biological Sciences, General",26.0101,26,Biology,Physical Sciences
"Biomedical Sciences, General",26.0102,26,Biology,Physical Sciences
Biochemistry and Biophysics,26.0201,26,Biology,Physical Sciences
Biochemistry,26.0202,26,Biology,Physical Sciences
Biophysics,26.0203,26,Biology,Physical Sciences
Molecular Biology,26.0204,26,Biology,Physical Sciences
Molecular Biochemistry,26.0205,26,Biology,Physical Sciences
Molecular Biophysics,26.0206,26,Biology,Physical Sciences
Structural Biology,26.0207,26,Biology,Physical Sciences
Radiation Biology/Radiobiology,26.0209,26,Biology,Physical Sciences
Biochemistry and Molecular Biology,26.021,26,Biology,Physical Sciences
"Biochemistry, Biophysics and Molecular Biology, Other",26.0299,26,Biology,Physical Sciences
Botany/Plant Biology,26.0301,26,Biology,Physical Sciences
Bacteriology,26.0302,26,Biology,Physical Sciences
Plant Genetics,26.0304,26,Biology,Physical Sciences
Plant Pathology/Phytopathology,26.0305,26,Biology,Physical Sciences
Plant Physiology,26.0307,26,Biology,Physical Sciences
Plant Molecular Biology,26.0308,26,Biology,Physical Sciences
"Botany/Plant Biology, Other",26.0399,26,Biology,Physical Sciences
Cell/Cellular Biology and Histology,26.0401,26,Biology,Physical Sciences
Anatomy,26.0403,26,Biology,Physical Sciences
Developmental Biology and Embryology,26.0404,26,Biology,Physical Sciences
Neuroanatomy,26.0405,26,Biology,Physical Sciences
Cell/Cellular and Molecular Biology,26.0406,26,Biology,Physical Sciences
Cell Biology and Anatomy,26.0407,26,Biology,Physical Sciences
"Cell/Cellular Biology and Anatomical Sciences, Other",26.0499,26,Biology,Physical Sciences
Microbiology/Bacteriology,26.0501,26,Biology,Physical Sciences
"Microbiology, General",26.0502,26,Biology,Physical Sciences
Medical Microbiology and Bacteriology,26.0503,26,Biology,Physical Sciences
Virology,26.0504,26,Biology,Physical Sciences
Parasitology,26.0505,26,Biology,Physical Sciences
Microbiology and Immunology,26.0508,26,Biology,Physical Sciences
"Microbiological Sciences and Immunology, Other",26.0599,26,Biology,Physical Sciences
Biometrics and Biostatistics,26.0602,26,Biology,Physical Sciences
Ecology,26.0603,26,Biology,Physical Sciences
Embryology,26.0604,26,Biology,Physical Sciences
Endocrinology,26.0605,26,Biology,Physical Sciences
History,26.0606,26,Biology,Physical Sciences
Marine/Aquatic Biology,26.0607,26,Biology,Physical Sciences
Neuroscience,26.0608,26,Biology,Physical Sciences
Nutritional Sciences,26.0609,26,Biology,Physical Sciences
Toxicology,26.0612,26,Biology,Physical Sciences
"Genetics, Plant and Animal",26.0613,26,Biology,Physical Sciences
Biometrics,26.0614,26,Biology,Physical Sciences
Biostatistics,26.0615,26,Biology,Physical Sciences
Biotechnology Research,26.0616,26,Biology,Physical Sciences
Evolutionary Biology,26.0617,26,Biology,Physical Sciences
Biological Immunology,26.0618,26,Biology,Physical Sciences
"Misc. Biological Specializations, Other",26.0699,26,Biology,Physical Sciences
Zoology/Animal Biology,26.0701,26,Biology,Physical Sciences
Entomology,26.0702,26,Biology,Physical Sciences
"Genetics, Human and Animal",26.0703,26,Biology,Physical Sciences
"Pathology, Human and Animal",26.0704,26,Biology,Physical Sciences
"Pharmacology, Human and Animal",26.0705,26,Biology,Physical Sciences
"Physiology, Human and Animal",26.0706,26,Biology,Physical Sciences
Animal Physiology,26.0707,26,Biology,Physical Sciences
Animal Behavior and Ethology,26.0708,26,Biology,Physical Sciences
Wildlife Biology,26.0709,26,Biology,Physical Sciences
"Zoology/Animal Biology, Other",26.0799,26,Biology,Physical Sciences
"Genetics, General",26.0801,26,Biology,Physical Sciences
Molecular Genetics,26.0802,26,Biology,Physical Sciences
Animal Genetics,26.0804,26,Biology,Physical Sciences
Human/Medical Genetics,26.0806,26,Biology,Physical Sciences
Genome Sciences/Genomics,26.0807,26,Biology,Physical Sciences
"Genetics, Other",26.0899,26,Biology,Physical Sciences
"Physiology, General",26.0901,26,Biology,Physical Sciences
Molecular Physiology,26.0902,26,Biology,Physical Sciences
Cell Physiology,26.0903,26,Biology,Physical Sciences
Reproductive Biology,26.0905,26,Biology,Physical Sciences
Neurobiology and Neurophysiology,26.0906,26,Biology,Physical Sciences
Cardiovascular Science,26.0907,26,Biology,Physical Sciences
Vision Science/Physiological Optics,26.0909,26,Biology,Physical Sciences
Pathology/Experimental Pathology,26.091,26,Biology,Physical Sciences
Oncology and Cancer Biology,26.0911,26,Biology,Physical Sciences
Aerospace Physiology and Medicine,26.0912,26,Biology,Physical Sciences
Medical Physiology,26.0988,26,Biology,Physical Sciences
"Physiology, Pathology, and Related Sciences, Other",26.0999,26,Biology,Physical Sciences
Pharmacology,26.1001,26,Biology,Physical Sciences
Molecular Pharmacology,26.1002,26,Biology,Physical Sciences
Neuropharmacology,26.1003,26,Biology,Physical Sciences
Molecular Toxicology,26.1005,26,Biology,Physical Sciences
Environmental Toxicology,26.1006,26,Biology,Physical Sciences
Pharmacology and Toxicology,26.1007,26,Biology,Physical Sciences
"Pharmacology and Toxicology, Other",26.1099,26,Biology,Physical Sciences
Biometry/Biometrics,26.1101,26,Biology,Physical Sciences
Bioinformatics,26.1103,26,Biology,Physical Sciences
Computational Biology,26.1104,26,Biology,Physical Sciences
"Biomathematics, Bioinformatics, and Computational Biology, Other",26.1199,26,Biology,Physical Sciences
Biotechnology,26.1201,26,Biology,Physical Sciences
Marine Biology and Biological Oceanography,26.1302,26,Biology,Physical Sciences
Aquatic Biology/Limnology,26.1304,26,Biology,Physical Sciences
Environmental Biology,26.1305,26,Biology,Physical Sciences
Population Biology,26.1306,26,Biology,Physical Sciences
Conservation Biology,26.1307,26,Biology,Physical Sciences
Systematic Biology/Biological Systematics,26.1308,26,Biology,Physical Sciences
